subject,task_name,ses,run,overall_run,pct_frames_fFD,pct_frames_FD,num_frames_fFD,num_frames_FD
HUBS08,audvisattn,1,1,1,0.977695167286245,0.940520446096654,263,253
HUBS08,audviswm,1,1,1,0.978181818181818,0.938181818181818,269,258
HUBS08,epiproj,1,1,1,0.93058568329718,0.789587852494577,429,364
HUBS08,langlocaud,1,1,1,0.852830188679245,0.713207547169811,226,189
HUBS08,langlocvis,1,1,1,0.928301886792453,0.871698113207547,246,231
HUBS08,msit,1,1,1,0.979522184300341,0.921501706484642,287,270
HUBS08,tomfalse,1,1,1,0.754166666666667,0.625,181,150
HUBS08,tompain,1,1,1,0.9375,0.841666666666667,225,202
HUBS08,verbalwm,1,1,1,0.888198757763975,0.804347826086957,286,259
HUBS08,vmsit,1,1,1,0.948805460750853,0.904436860068259,278,265
HUBS08,audvisattn,2,1,2,0.884758364312268,0.282527881040892,238,76
HUBS08,audviswm,2,1,2,0.970909090909091,0.589090909090909,267,162
HUBS08,epiproj,2,1,2,0.349240780911063,0.17353579175705,161,80
HUBS08,langlocaud,2,1,2,0.958490566037736,0.460377358490566,254,122
HUBS08,langlocvis,2,1,2,0.860377358490566,0.377358490566038,228,100
HUBS08,spatialwm,2,1,1,0.979942693409742,0.613180515759312,342,214
HUBS08,stroop,2,1,1,0.935483870967742,0.437275985663082,261,122
HUBS08,tomfalse,2,1,2,0.858333333333333,0.466666666666667,206,112
HUBS08,tompain,2,1,2,0.8375,0.2375,201,57
HUBS08,vmsit,2,1,2,0.979522184300341,0.501706484641638,287,147
HUBS08,audvisattn,3,1,3,0.973977695167286,0.907063197026022,262,244
HUBS08,audviswm,3,1,3,0.981818181818182,0.818181818181818,270,225
HUBS08,epiproj,3,1,3,0.967462039045553,0.427331887201735,446,197
HUBS08,langlocaud,3,1,3,0.981132075471698,0.611320754716981,260,162
HUBS08,langlocvis,3,1,3,0.920754716981132,0.656603773584906,244,174
HUBS08,spatialwm,3,1,2,0.979942693409742,0.452722063037249,342,158
HUBS08,stroop,3,1,2,0.956989247311828,0.799283154121864,267,223
HUBS08,tomfalse,3,1,3,0.95,0.391666666666667,228,94
HUBS08,tompain,3,1,3,0.975,0.4,234,96
HUBS08,vmsit,3,1,3,0.979522184300341,0.566552901023891,287,166
HUBS08,audvisattn,4,1,4,0.977695167286245,0.706319702602231,263,190
HUBS08,audviswm,4,1,4,0.974545454545454,0.774545454545455,268,213
HUBS08,epiproj,4,1,4,0.973969631236443,0.731019522776573,449,337
HUBS08,langlocaud,4,1,4,0.977358490566038,0.577358490566038,259,153
HUBS08,langlocvis,4,1,4,0.954716981132075,0.4,253,106
HUBS08,msit,4,1,2,0.976109215017065,0.815699658703072,286,239
HUBS08,spatialwm,4,1,3,0.965616045845272,0.521489971346705,337,182
HUBS08,tomfalse,4,1,4,0.966666666666667,0.633333333333333,232,152
HUBS08,tompain,4,1,4,0.970833333333333,0.654166666666667,233,157
HUBS08,verbalwm,4,1,2,0.975155279503106,0.804347826086957,314,259
HUBS08,audvisattn,5,1,5,0.966542750929368,0.825278810408922,260,222
HUBS08,audviswm,5,1,5,0.978181818181818,0.861818181818182,269,237
HUBS08,epiproj,5,1,5,0.956616052060738,0.780911062906725,441,360
HUBS08,langlocaud,5,1,5,0.977358490566038,0.928301886792453,259,246
HUBS08,langlocvis,5,1,5,0.928301886792453,0.79622641509434,246,211
HUBS08,msit,5,1,3,0.979522184300341,0.83617747440273,287,245
HUBS08,spatialwm,5,1,4,0.965616045845272,0.873925501432665,337,305
HUBS08,stroop,5,1,3,0.96415770609319,0.648745519713262,269,181
HUBS08,verbalwm,5,1,3,0.972049689440994,0.785714285714286,313,253
HUBS08,audvisattn,6,1,6,0.977695167286245,0.799256505576208,263,215
HUBS08,audviswm,6,1,6,0.978181818181818,0.941818181818182,269,259
HUBS08,epiproj,6,1,6,0.904555314533623,0.848156182212581,417,391
HUBS08,langlocaud,6,1,6,0.943396226415094,0.905660377358491,250,240
HUBS08,langlocvis,6,1,6,0.981132075471698,0.935849056603774,260,248
HUBS08,msit,6,1,4,0.979522184300341,0.979522184300341,287,287
HUBS08,stroop,6,1,4,0.960573476702509,0.845878136200717,268,236
HUBS08,verbalwm,6,1,4,0.947204968944099,0.934782608695652,305,301
HUBS08,vmsit,6,1,4,0.982935153583618,0.972696245733788,288,285
