subject,task_name,ses,run,overall_run,pct_frames_fFD,pct_frames_FD,num_frames_fFD,num_frames_FD
HUBS06,audvisattn,1,1,1,0.947955390334573,0.520446096654275,255,140
HUBS06,audviswm,1,1,1,0.930909090909091,0.687272727272727,256,189
HUBS06,epiproj,1,1,1,0.96529284164859,0.357917570498915,445,165
HUBS06,langlocaud,1,1,1,0.950943396226415,0.283018867924528,252,75
HUBS06,langlocvis,1,1,1,0.864150943396226,0.162264150943396,229,43
HUBS06,msit,1,1,1,0.95221843003413,0.180887372013652,279,53
HUBS06,tomfalse,1,1,1,0.979166666666667,0.2,235,48
HUBS06,tompain,1,1,1,0.933333333333333,0.520833333333333,224,125
HUBS06,verbalwm,1,1,1,0.888198757763975,0.31055900621118,286,100
HUBS06,vmsit,1,1,1,0.931740614334471,0.37542662116041,273,110
HUBS06,audvisattn,2,1,2,0.903345724907063,0.223048327137546,243,60
HUBS06,audviswm,2,1,2,0.916363636363636,0.283636363636364,252,78
HUBS06,epiproj,2,1,2,0.878524945770065,0.0433839479392625,405,20
HUBS06,langlocaud,2,1,2,0.958490566037736,0.441509433962264,254,117
HUBS06,langlocvis,2,1,2,0.950943396226415,0.0981132075471698,252,26
HUBS06,spatialwm,2,1,1,0.899713467048711,0.584527220630373,314,204
HUBS06,stroop,2,1,1,0.835125448028674,0.344086021505376,233,96
HUBS06,tomfalse,2,1,2,0.879166666666667,0.0625,211,15
HUBS06,tompain,2,1,2,0.95,0.1625,228,39
HUBS06,vmsit,2,1,2,0.935153583617747,0.31740614334471,274,93
HUBS06,audvisattn,3,1,3,0.862453531598513,0.286245353159851,232,77
HUBS06,audviswm,3,1,3,0.916363636363636,0.618181818181818,252,170
HUBS06,epiproj,3,1,3,0.934924078091106,0.247288503253796,431,114
HUBS06,langlocaud,3,1,3,0.849056603773585,0.0566037735849057,225,15
HUBS06,langlocvis,3,1,3,0.966037735849057,0.256603773584906,256,68
HUBS06,spatialwm,3,1,2,0.962750716332378,0.240687679083095,336,84
HUBS06,stroop,3,1,2,0.92831541218638,0.369175627240143,259,103
HUBS06,tomfalse,3,1,3,0.891666666666667,0.283333333333333,214,68
HUBS06,tompain,3,1,3,0.858333333333333,0.320833333333333,206,77
HUBS06,vmsit,3,1,3,0.924914675767918,0.552901023890785,271,162
HUBS06,audvisattn,4,1,4,0.9182156133829,0.408921933085502,247,110
HUBS06,audviswm,4,1,4,0.887272727272727,0.374545454545455,244,103
HUBS06,epiproj,4,1,4,0.809110629067245,0.199566160520607,373,92
HUBS06,langlocaud,4,1,4,0.977358490566038,0.169811320754717,259,45
HUBS06,langlocvis,4,1,4,0.894339622641509,0.490566037735849,237,130
HUBS06,msit,4,1,2,0.976109215017065,0.354948805460751,286,104
HUBS06,spatialwm,4,1,3,0.859598853868195,0.128939828080229,300,45
HUBS06,tomfalse,4,1,4,0.966666666666667,0.458333333333333,232,110
HUBS06,tompain,4,1,4,0.9625,0.166666666666667,231,40
HUBS06,verbalwm,4,1,2,0.93167701863354,0.34472049689441,300,111
HUBS06,audvisattn,5,1,5,0.951672862453532,0.899628252788104,256,242
HUBS06,audviswm,5,1,5,0.872727272727273,0.501818181818182,240,138
HUBS06,epiproj,5,1,5,0.780911062906725,0.310195227765727,360,143
HUBS06,langlocvis,5,1,5,0.830188679245283,0.116981132075472,220,31
HUBS06,msit,5,1,3,0.945392491467577,0.638225255972696,277,187
HUBS06,spatialwm,5,1,4,0.939828080229226,0.378223495702006,328,132
HUBS06,stroop,5,1,3,0.978494623655914,0.383512544802867,273,107
HUBS06,verbalwm,5,1,3,0.956521739130435,0.226708074534162,308,73
HUBS06,audvisattn,6,1,6,0.877323420074349,0.141263940520446,236,38
HUBS06,audviswm,6,1,6,0.978181818181818,0.443636363636364,269,122
HUBS06,epiproj,6,1,6,0.919739696312364,0.403470715835141,424,186
HUBS06,langlocaud,6,1,5,0.943396226415094,0.0566037735849057,250,15
HUBS06,langlocaud,6,2,6,0.958490566037736,0.381132075471698,254,101
HUBS06,langlocvis,6,1,6,0.818867924528302,0.158490566037736,217,42
HUBS06,msit,6,1,4,0.931740614334471,0.515358361774744,273,151
HUBS06,stroop,6,1,4,0.849462365591398,0.297491039426523,237,83
HUBS06,verbalwm,6,1,4,0.959627329192547,0.257763975155279,309,83
HUBS06,vmsit,6,1,4,0.982935153583618,0.361774744027304,288,106
